"기준일ID","시간대구분","자치구코드","총생활인구수","남자0세부터9세생활인구수","남자10세부터14세생활인구수","남자15세부터19세생활인구수","남자20세부터24세생활인구수","남자25세부터29세생활인구수","남자30세부터34세생활인구수","남자35세부터39세생활인구수","남자40세부터44세생활인구수","남자45세부터49세생활인구수","남자50세부터54세생활인구수","남자55세부터59세생활인구수","남자60세부터64세생활인구수","남자65세부터69세생활인구수","남자70세이상생활인구수","여자0세부터9세생활인구수","여자10세부터14세생활인구수","여자15세부터19세생활인구수","여자20세부터24세생활인구수","여자25세부터29세생활인구수","여자30세부터34세생활인구수","여자35세부터39세생활인구수","여자40세부터44세생활인구수","여자45세부터49세생활인구수","여자50세부터54세생활인구수","여자55세부터59세생활인구수","여자60세부터64세생활인구수","여자65세부터69세생활인구수","여자70세이상생활인구수"
"20240502","04","11620","500782.802","11216.291","5398.9152","10718.5456","22636.2363","36469.5728","29052.5377","25023.0918","18822.6753","19642.9508","16958.3553","14732.6566","11152.5733","7981.5379","17911.6713","11008.5829","5260.7","10570.9224","29144.6736","36995.9412","24975.9243","20705.6724","15875.4576","16743.9699","14436.731","15392.4774","13041.7587","10879.2413","28033.1441"
"20240502","04","11650","457035.6246","21154.2785","11165.0842","13995.9022","11434.3448","13358.089","14380.9971","19337.2212","20383.7372","24910.3686","19279.2263","15670.9687","10493.8273","8076.5979","16496.1618","19731.3036","10536.9426","13155.26","13236.513","15232.7229","15833.6419","21891.3154","21909.1196","24036.4553","17345.7256","15087.3333","12262.3172","10089.1647","26551.0"
"20240502","04","11680","660421.4363","28054.2324","18351.2043","24337.8047","15209.4553","19896.468","22276.1237","28658.3063","30458.7171","36334.4935","27460.68","20791.7859","14388.2002","10338.7607","22438.765","25005.1191","15959.6085","20948.4954","19828.7326","23828.5235","24423.2496","31397.8433","32745.1496","35499.6557","24390.373","20524.8771","16491.268","13937.6312","36445.911"
"20240502","04","11710","721268.5348","32162.8713","16126.6955","18869.2544","16274.5383","23180.8835","26117.7193","32476.8984","31620.5265","32679.7234","26036.4843","24482.3359","18795.2165","14033.0328","27452.3456","30066.99","15482.9863","18710.7485","20001.4505","27794.9244","30198.4685","36183.8779","32016.0873","32210.9885","26485.6882","27092.6819","23604.3162","18457.2618","42653.5408"
"20240502","04","11740","530718.108","22328.1458","12988.2937","15080.8864","11583.6318","15836.444","17035.0298","22467.8113","21975.4967","24243.4894","18906.4958","18634.812","15113.8405","11356.8462","23338.8866","20492.339","11441.8018","13018.75","14177.9595","18659.1222","18736.4395","24945.2268","23305.7186","23883.072","19725.237","20696.1459","18792.1279","15050.0484","36904.0061"
"20240502","05","11110","204224.9268","4674.5823","2838.2991","5912.0902","8874.9001","7960.8721","6812.3904","7976.1544","7449.9416","8517.7947","8353.3494","8202.1463","6408.5028","4627.8103","9008.3519","4364.8249","2659.3837","6070.8167","12517.4633","8802.6944","6775.4828","7716.6331","7199.5093","8155.875","7928.6575","8116.3154","7221.892","5149.5882","13928.6046"
"20240502","05","11140","169441.7639","4720.0841","1792.5158","2832.2535","5446.786","6423.3777","7103.6056","8832.67","7679.5671","7926.5675","6955.6946","6593.77","5131.9823","3691.1629","7287.883","4614.3524","1967.003","3260.0458","7595.7032","7631.7401","7349.5645","8582.5339","6741.9751","6621.3553","5896.6333","6252.0023","5538.565","4205.1269","10767.2416"
"20240502","05","11170","244996.879","7891.0905","3878.8707","4880.5401","6849.0488","8886.6589","10324.6884","12927.7488","11498.4863","11653.8583","9601.1302","8928.0344","6783.089","4767.1779","9385.5033","6274.1639","3086.4208","5370.8918","8908.1301","10826.9125","11698.4514","13565.2392","11067.2264","10333.538","9086.9114","8502.6871","7561.0298","5626.5427","14832.8052"
"20240502","05","11200","321236.3507","10221.5587","4188.937","7220.7755","11706.912","13532.0657","12077.3617","15959.1247","14236.5847","13675.6727","11875.3344","11642.571","9076.7526","6249.684","11582.2515","9584.4746","4126.2764","7965.8826","15003.3567","14205.1229","13468.9133","16767.1364","13418.8549","13427.7238","11856.0896","11828.403","9963.6945","7473.5167","18901.3217"
"20240502","05","11215","368799.4278","11300.1911","6095.5573","9951.4595","15475.1195","17391.6151","15062.2363","15251.0309","13005.8894","14387.8979","12748.4901","12273.4181","9472.716","6395.198","12605.043","10903.7918","6040.2874","11204.2994","21502.3219","20853.3398","16368.5438","16401.8336","13964.6115","14857.0808","12640.751","13431.1508","10857.9967","8595.2686","19762.291"
"20240502","05","11230","354829.5388","10037.8509","4949.0135","9327.2236","18180.4834","16608.7633","11550.3999","14174.633","13215.881","14196.5237","12201.466","11973.3552","9431.8351","6795.8921","14455.4251","9757.8548","4767.0445","10546.9625","27934.6812","17549.1739","12752.7549","14243.2197","12253.9476","12776.088","11518.6504","11859.4571","10274.3444","8406.5363","23090.0772"
"20240502","05","11260","364143.5164","13025.7602","6277.9204","7675.4193","9391.3469","13121.6534","13639.1062","15806.6449","14240.7339","14425.4506","13114.9559","14367.1923","11289.5401","8321.2182","16501.4486","11714.9672","5584.2475","7537.7764","11960.9617","15517.274","15185.5558","16272.9323","13659.8706","14287.5116","14018.2545","16302.5528","14217.8674","10309.2796","26376.081"
"20240502","05","11290","444612.7315","16356.4399","9156.6181","14961.8307","19223.571","16138.5218","12723.3565","15588.6535","15731.4738","17828.3826","16182.6959","14764.5373","10887.6965","7986.4235","17226.9109","14995.7132","8203.9569","16196.9696","27988.8869","17590.9629","14240.0579","17542.0687","16431.8645","18442.1296","17575.1356","16322.3223","13733.6083","10559.5534","30032.3959"
"20240502","05","11305","287054.5185","9309.2349","5076.2961","6474.3354","8694.6167","10179.0841","8595.4429","10199.557","9985.5033","11466.0248","10713.0465","10936.7659","8580.9093","6360.6473","14959.9091","8060.4491","4398.7849","7275.7561","13456.5124","11175.905","9148.6987","10214.7354","10020.9282","11969.2677","12164.9106","12463.7013","11074.7181","8616.0121","25482.7551"
"20240502","05","11320","270625.2852","9363.4926","5230.4746","7063.381","6959.3552","8531.48","8003.3348","9751.5507","9569.484","10527.2019","10024.6895","10455.2068","8665.166","7068.9695","14601.9161","7948.514","4471.8978","6889.3412","9415.5214","9264.72","8783.7764","10377.097","9471.6605","11100.9997","11182.7016","12905.4129","11144.9833","8634.0941","23218.8615"
"20240502","05","11350","501300.0678","17026.6122","11360.0027","18055.9481","18515.0982","15239.545","13549.8749","17648.5087","16649.183","20695.2355","18373.879","17564.0863","13978.6518","10791.1663","22249.18","16432.5891","10671.2377","17416.5869","20454.9886","15561.2099","15532.7834","18705.669","19232.3615","22689.5162","21504.3044","21441.9565","18017.0049","14167.455","37775.4379"
"20240502","05","11380","451504.329","15204.6325","8377.2909","11656.8112","11523.5909","14708.9313","15498.6772","18144.174","17271.444","18976.4535","16365.3493","14882.5801","12432.4887","8845.8875","19381.4697","15127.7269","8251.094","11020.3678","15735.4913","19040.5934","18574.3923","20303.9654","19029.8217","20933.5845","18753.0875","18941.561","16333.4896","12235.3211","33954.054"
"20240502","05","11410","345480.8963","10090.904","5059.6627","8582.2018","14385.6949","14017.7346","11297.9465","13362.2704","12806.1085","13769.5368","11872.2524","11154.2856","8403.9695","5846.1835","12598.2461","9863.0188","5144.5585","11794.5952","26685.8912","17442.6972","13057.3155","15187.0244","12552.3491","13637.1945","12673.217","13044.9422","10590.0769","8098.4086","22462.6092"
"20240502","05","11440","412028.0089","13061.0203","6524.0054","9518.761","14344.3234","17086.5064","16567.079","20058.9715","17443.703","18770.3947","14787.2611","13082.1554","9324.2135","6609.5984","13143.2984","11340.3241","5511.1588","10785.7148","23193.4087","22805.7002","19862.3639","22048.4128","17751.0622","18374.0387","14812.6401","13551.3553","10621.7577","8323.7528","22725.0219"
"20240502","05","11470","383191.2193","17045.8991","12110.4058","13349.8217","8709.7276","10779.1507","10718.5861","13680.2391","14408.2616","18557.833","14737.2549","13538.2102","10120.8309","7394.43","15569.8809","15296.4635","10434.8334","12442.3247","10697.7347","12129.8001","11748.8083","15568.9836","16715.051","19458.8996","15020.0635","15256.1532","12339.4315","10079.6955","25282.4515"
"20240502","05","11500","545653.7986","22301.7044","10144.6649","12259.0713","12608.2979","20435.2195","22810.2611","26661.5403","23449.6433","24184.3196","19211.5276","17594.278","14356.1996","10633.7707","22358.4937","20980.6928","9391.2634","12124.4367","16876.9124","25527.4166","26013.5056","26869.8143","22330.3983","22448.8672","18143.125","18899.2413","16860.4712","13921.4618","36257.2075"
"20240502","05","11530","383589.5201","14834.0573","6541.384","8351.6683","8800.2823","13906.9023","14781.3686","18723.1431","16084.4881","17308.101","14577.8627","13825.0196","10929.449","8070.3744","16287.7383","14812.8505","6403.2111","8389.0801","11975.2619","14868.9572","16068.5053","18496.9175","14975.5155","16335.1741","14166.3396","15306.4138","13367.3098","10086.4048","25315.7414"
"20240502","05","11545","201462.1055","5689.2092","2647.2094","3301.5555","5140.7413","9856.6461","10535.7674","11081.3773","9188.5414","8540.7392","7831.4752","7911.4715","6211.9104","4385.3989","7914.1595","5018.0794","2480.4219","3975.06","6625.5032","10609.7937","9324.8534","9270.2557","7226.644","7594.9507","6983.7907","8121.7184","6836.0791","5284.5626","11874.1848"
"20240502","05","11560","414107.6118","12744.6321","5680.4328","8026.807","9630.4355","17508.0859","19441.8531","22681.3012","18563.2264","19091.2282","15823.5796","15206.7192","11728.2105","8461.7025","16017.1829","12555.6321","5298.4366","7214.3017","14097.7983","21219.9392","20882.819","21936.9213","17107.0198","16530.0207","14292.6362","15237.8014","13406.4688","9737.4414","23984.9874"
"20240502","05","11590","400968.9267","12719.6228","6036.2142","10633.6688","17635.6047","19818.291","16111.8283","17284.8792","14618.2068","16029.0951","13973.8527","12816.2365","9568.0446","7228.4262","15665.6107","12587.6937","5891.29","10040.7448","21695.5163","20156.2018","16299.223","17590.2327","14554.2169","16018.418","13491.6623","14446.8636","12465.5652","9816.8071","25774.9174"
"20240502","05","11620","497107.1963","11233.834","5404.4468","10739.3451","22516.0036","36334.3097","28766.0365","24964.8413","18670.2274","19607.1865","16647.6572","14463.3856","10946.577","7743.3644","17477.6506","10984.389","5248.6704","10532.1994","29019.5404","36885.3388","24890.2818","20701.0037","15775.7336","16738.9333","14467.1387","15187.4093","12785.4437","10626.5791","27749.6719"
"20240502","05","11650","470610.98","21102.1871","11163.874","14037.9803","11529.8668","13664.8921","14919.0059","20104.672","21199.4709","26215.2544","20778.0644","17189.4494","11748.6038","8820.0297","17347.7307","19790.5919","10559.9204","13159.7955","13413.1212","15407.2776","16054.4309","22238.5091","21977.0263","24214.5972","17612.0396","15690.3959","12756.1655","10585.2864","27330.7425"
"20240502","05","11680","669545.3018","28042.5589","18361.0194","24265.3312","15291.5388","20008.5905","22559.2126","29174.5425","30907.8702","36630.1603","27874.4367","21765.2623","15211.5367","11061.0243","23256.1052","24962.9898","15912.6281","20988.9093","19817.718","23946.0718","24610.3215","31510.4193","32836.6955","35552.0836","24608.6081","20929.9908","17263.1202","14616.4533","37580.0992"
"20240502","05","11710","721852.7994","32067.1468","16099.6232","18901.9912","16321.1114","23276.9728","26113.7243","32488.267","31710.8086","32601.6295","26009.0454","24438.1981","18831.5116","14091.1532","27476.0108","30124.1863","15527.5662","18679.8273","20071.9803","27791.5637","30245.4549","36158.9809","32051.5223","32169.9005","26390.5572","27225.5649","23704.6646","18538.4122","42745.4148"
"20240502","05","11740","530432.5429","22349.9485","13007.2184","15101.0603","11665.0734","15788.4","17038.9314","22571.7047","22039.4104","24285.3131","18989.0712","18485.4404","14982.1221","11279.0128","23030.3904","20478.024","11456.862","12997.8854","14181.1556","18622.9748","18726.2599","24901.19","23407.5871","23966.4019","19749.2011","20677.6526","18682.7404","14943.1334","37028.3797"
"20240502","06","11110","218948.6183","4635.6482","2808.4245","6177.9672","8997.1355","8335.7334","7315.8598","9075.0791","8646.7687","9812.8888","9965.6215","9527.089","7132.4169","5066.1931","9630.8727","4239.1457","2579.1699","6225.2106","12802.5824","9380.503","7227.7179","8323.9059","7594.8295","8759.6552","8468.6217","8684.045","7639.9684","5339.7866","14555.7734"
"20240502","06","11140","188413.0547","4855.9818","1847.9653","2943.5219","5541.2727","6889.1628","7688.5432","9843.3918","9182.2449","9954.9679","9000.6138","8242.352","6130.8385","4261.9775","8078.5292","4755.9777","2037.46","3409.0873","7959.755","8224.8736","7859.0698","9193.5658","7279.0701","7276.6332","6493.9465","7007.734","6230.8072","4707.5589","11516.1538"
"20240502","06","11170","256517.307","7927.1525","3891.0651","5093.5641","6948.7738","9278.4033","10885.907","13777.5694","12495.1496","13071.247","10882.6859","9997.1702","7395.3946","5168.579","10062.5302","6217.0824","3073.7579","5483.366","9209.6321","11083.2949","11815.9746","13882.5195","11356.1521","10761.9745","9316.3303","8808.0109","7693.8574","5751.5238","15188.6397"
"20240502","06","11200","327176.3955","10321.4297","4230.3372","7194.0512","11909.712","13680.0752","12405.6917","16216.4985","14584.4062","14485.868","12649.9171","11988.8948","9304.412","6471.8603","11825.7512","9652.6885","4145.4969","7975.0162","15019.7627","14458.8615","13788.7707","16981.68","13624.3646","13477.2226","12092.6588","12056.1864","10100.3976","7624.6368","18909.7488"
"20240502","06","11215","366565.2431","11223.2512","6051.8749","9982.514","15412.0818","17313.4865","14905.304","15355.8619","12947.692","14212.0959","12533.7659","12062.7175","9097.1741","6258.578","12413.3008","10909.4813","6029.3273","11194.1664","21366.6766","20698.8021","16493.3293","16324.6795","13988.7297","14805.6675","12564.5581","13472.5739","10815.7661","8495.2764","19636.5044"
"20240502","06","11230","355879.0242","9994.1666","4924.9478","9416.1442","18194.812","16583.7249","11569.3295","14227.4279","13235.1705","14279.8363","12246.8034","12014.2731","9519.4575","6974.4187","14706.4594","9815.5754","4785.5732","10600.0145","27819.6963","17490.8415","12704.6324","14223.0687","12299.1796","12893.6656","11602.4541","11945.413","10303.2786","8438.3512","23070.3129"
"20240502","06","11260","356434.7866","13077.2664","6305.993","7626.7719","9315.4678","12830.8161","13106.7627","15265.148","13600.0191","13993.1822","12525.6472","13475.1643","10711.318","7881.5344","15987.1279","11675.9561","5567.1974","7705.9534","11795.8376","15323.5813","14963.9495","16095.7905","13477.7124","14132.2623","13924.6299","16153.9207","13826.8508","10081.4608","26007.4686"
"20240502","06","11290","438861.8372","16305.624","9091.0582","14972.3494","19201.1901","15909.5255","12438.8638","15304.434","15397.1309","17310.3839","15337.5887","14130.1209","10452.3289","7844.9971","17179.2096","14931.6878","8177.0206","16192.0279","27922.655","17407.5722","14079.2452","17397.557","16240.5411","18292.6679","17271.9907","16129.4377","13610.0701","10446.2563","29888.3037"
"20240502","06","11305","279764.5458","9280.4591","5059.0739","6558.7961","8538.5176","9829.9727","8309.5877","9764.1956","9584.4386","10744.9412","10151.9965","10267.1768","8103.1005","6072.7023","14512.9105","7966.4178","4344.5267","7223.7992","13283.5482","11012.8558","9011.4551","10090.4016","9856.919","11817.1628","11836.7477","12134.5078","10879.0671","8445.7931","25083.4777"
"20240502","06","11320","265334.9269","9413.2106","5250.0734","7069.6457","6912.1579","8461.4304","7849.1792","9341.3581","9192.6495","9982.0487","9334.6041","9824.4297","8255.037","6667.3178","14144.6715","8021.3804","4500.672","6867.1855","9545.0063","9175.9961","8678.0252","10311.2381","9402.1734","10911.213","11106.0345","12695.0997","10979.1804","8489.234","22954.6739"
"20240502","06","11350","489261.7233","17075.6305","11373.9496","17938.0215","18285.986","14926.9277","12859.1354","16874.3413","15840.3625","19493.9602","16834.9886","16340.9965","13085.8948","10302.6925","21644.2011","16479.6685","10664.8749","17257.8763","20256.4047","15307.0717","15300.0413","18418.2516","18873.7485","22385.9382","21099.075","21127.8962","17654.7285","13946.8244","37612.2352"
"20240502","06","11380","441612.4478","15268.9056","8408.5658","11492.0863","11411.8937","14395.9441","15091.5532","17513.4973","16670.8631","18110.9005","15550.1404","14081.1378","11613.5577","8357.9859","18777.1479","15066.1669","8227.6725","11027.6518","15461.2326","18744.2817","18427.2981","20132.0409","18828.6791","20586.6735","18348.5268","18474.8922","15919.1604","12013.8236","33610.1701"
"20240502","06","11410","347227.6707","9869.2335","5006.1668","8637.6897","14380.6638","13896.7888","11420.5329","13612.8573","12901.1201","13935.0456","12058.7361","11078.4953","8316.5475","5840.2581","12578.3209","9998.485","5219.4066","11889.8397","26826.1636","17504.9755","13320.9452","15396.7376","12649.3106","13747.2946","12935.1075","13105.2647","10644.8645","8150.1946","22306.627"
"20240502","06","11440","415800.5035","13074.1468","6523.9245","9310.2147","14126.0702","17131.1375","16616.8674","20482.9234","17868.6152","19305.5749","15434.7207","13197.1965","9393.5539","6669.4322","13336.5953","11409.1943","5522.8001","10613.0124","22978.1751","22843.8739","20004.8517","22262.5582","17960.4711","18799.7896","15078.6965","13686.3125","10806.1865","8435.9918","22927.6241"
"20240502","06","11470","376200.2673","17077.0091","12133.3461","13381.9033","8662.9776","10542.7355","10510.1344","13222.4799","13698.8181","17381.5358","13894.9261","12728.328","9547.0932","7014.2714","15266.3579","15400.0958","10487.3615","12382.7183","10576.6103","11913.0739","11852.673","15431.1772","16500.1256","19160.4051","14867.7942","15133.1737","12214.8206","10052.5697","25165.7547"
"20240502","06","11500","549150.8414","22344.173","10160.5035","12261.937","12676.1058","20442.9484","22794.1045","27006.9454","24017.6334","24947.6883","19594.3303","17977.7514","14387.7291","10561.3814","21771.2663","20968.8225","9366.3496","12134.2093","16942.942","25693.0146","26096.4854","27199.4494","22665.4962","22665.9735","18299.3049","19026.713","17047.3899","13823.6224","36276.5651"
"20240502","06","11530","380891.568","14898.8697","6588.0811","8298.5061","8854.4452","13795.1243","14632.3272","18454.9832","16341.5791","17110.6193","14398.1332","13242.3476","10482.4593","7824.1072","15910.6217","14796.5192","6384.5614","8509.888","12063.391","15087.4875","16154.7309","18676.8936","14904.2507","16460.7886","13933.053","15166.6296","13027.0882","9931.4374","24962.6444"
"20240502","06","11545","204755.4213","5678.3348","2652.2705","3273.9155","5138.4022","9929.56","10571.8249","11273.3469","9632.9429","9053.3912","8220.4374","8188.3272","6352.9136","4300.344","7961.3527","5011.0259","2481.2512","3932.7137","6653.0077","10695.8814","9420.9871","9537.0514","7365.5162","7736.2442","7139.8292","8343.8975","6914.2676","5281.3751","12015.008"
"20240502","06","11560","426745.1552","12766.933","5701.7772","8199.8875","9879.7126","17943.4445","20040.6215","23623.1699","19800.4138","20548.4312","17271.9749","16161.9519","12027.3871","8625.2489","16062.6213","12643.5307","5341.2415","7426.1607","14578.663","21679.366","21450.3206","22644.0131","17700.92","17297.3529","14698.0371","15449.8415","13487.0183","9709.0835","23986.0291"
"20240502","06","11590","396402.9058","12709.1731","6018.3454","10659.4804","17667.4512","19614.1268","15753.1715","16966.1628","14461.1769","15831.9165","13577.7602","12481.8278","9120.3433","6971.2762","15236.7358","12586.7674","5894.6753","9863.1068","21616.5096","20041.4663","16233.5984","17477.5168","14531.4413","15984.5602","13382.4433","14199.7531","12344.3036","9613.9976","25563.818"
"20240502","06","11620","488088.8407","11199.2883","5388.7061","10725.4532","22129.7602","35502.5936","28140.5421","24331.0159","18232.7859","19034.742","15976.2436","13782.9394","10399.7784","7651.1823","16926.8213","11075.7794","5287.6544","10707.7525","28725.0853","36226.7022","24611.8631","20354.7352","15659.5206","16553.4364","14330.8864","14867.4835","12637.4469","10387.7264","27240.9219"
"20240502","06","11650","506442.2556","21008.9494","11121.8929","14452.5968","12029.2072","15274.3003","17006.4267","23383.7013","24499.2453","29990.5163","24031.3866","20168.3531","13211.4446","9445.6141","18710.7955","19866.2662","10581.8496","13612.9264","14090.7384","16987.0139","17468.2841","23691.3968","23174.6107","24996.7629","18380.4567","16553.6015","13401.7867","11066.2226","28235.9081"
"20240502","06","11680","700224.9591","28175.2929","18423.081","24689.98","15588.8235","20962.6809","23970.1754","31135.2061","32969.2659","38900.2734","30369.7037","24318.4886","16905.2311","12208.7606","24868.3778","25111.3493","15988.5839","21431.6887","20513.6251","25073.8579","25723.0998","32865.5496","33598.3715","36342.7061","25421.4267","21807.1762","18193.2776","15525.2194","39143.6953"
"20240502","06","11710","723229.6322","31965.1654","16071.7596","18914.8622","16460.7547","23199.9172","26045.8853","32640.967","31592.9086","32525.9502","26102.125","24422.0757","18802.2663","14069.9837","27496.5817","30004.8463","15478.9497","18754.1884","20216.3303","27874.026","30121.972","36348.123","32134.6084","32210.9202","26693.6249","27367.11","23784.5036","18705.0305","43224.1978"
"20240502","06","11740","524994.5161","22522.1384","13063.6339","15081.1631","11665.4272","15696.4307","16823.064","22151.5321","21820.8694","23526.2967","18462.7547","18044.1618","14621.5634","10887.9531","22548.2327","20573.9569","11489.1964","12953.9524","14126.6352","18442.4936","18561.7312","24738.2076","23188.7867","23886.5117","19571.7866","20428.6195","18439.3252","14897.2995","36780.7858"
"20240502","07","11110","259080.1839","4978.7571","2953.6028","7809.8593","9346.0888","9761.2141","9478.658","12022.7694","11996.7343","13147.07","12803.4003","11677.911","8231.3996","5692.5461","10591.5213","4316.4609","2642.8237","7387.3992","14097.9991","11306.4672","9203.427","10471.8157","9382.7215","10661.596","10025.4191","9695.9508","8355.6681","5825.3238","15215.5791"
"20240502","07","11140","247742.2292","5157.4393","1946.7068","3534.073","6055.9674","8704.2166","10637.5669","14477.5506","14284.3892","15505.639","13982.7564","11405.5583","7654.1087","5065.6001","9015.3106","5893.0412","2577.105","5122.65","9362.0641","11087.7487","10900.6374","12968.494","10191.6949","10203.1374","8862.8319","8545.0711","7196.9441","5285.4267","12118.5019"
"20240502","07","11170","278088.9279","7834.5787","3833.52","5670.4521","7767.8543","10194.5834","12221.5563","15746.793","14387.1099","15271.7147","12299.5626","10986.8786","7734.6119","5287.5877","10104.0509","6046.7816","2986.9244","5528.0854","10329.9108","12396.2555","13240.731","15290.7919","12313.56","11780.1153","10266.9702","9310.0157","7952.5935","5877.3215","15428.0115"
"20240502","07","11200","337895.4626","10154.9456","4229.6181","6050.4406","12107.3557","14341.1525","13167.0791","16928.5317","15418.2215","15908.2143","13562.6768","12517.0989","9512.5474","6655.0089","12071.5719","9542.4245","4093.2255","8002.878","15700.5135","15531.7334","14558.4793","17490.5864","14029.6113","13912.0384","12539.5236","12504.0891","10235.642","7759.4353","19370.821"
"20240502","07","11215","364942.8693","11894.6871","6407.7283","9439.7079","15235.0268","17034.0775","14660.6561","15399.3628","12847.3213","14052.5687","11961.2968","11722.7533","8954.3357","6128.547","12165.2366","11923.1318","6541.2344","11460.3501","21214.4051","20285.0424","16225.1828","16235.0325","14036.2033","14740.652","12545.0035","13284.8045","10760.5668","8363.9154","19424.0382"
"20240502","07","11230","356591.5476","10058.9199","4945.0136","9534.7752","18024.1556","16266.6676","11389.7879","13805.7643","12951.9576","14203.0511","12144.2989","12104.8568","9618.8818","6927.7248","14862.7732","10044.9601","4873.6656","10613.733","27607.6208","17364.2559","12713.0832","14341.4323","12490.053","13181.0251","11818.6718","12282.4659","10595.1719","8506.0082","23320.779"
"20240502","07","11260","340318.6726","13077.9738","6324.8476","7104.8452","9218.6399","12051.4055","11681.7206","13831.2843","12579.1878","12797.4232","11457.3323","12610.0911","10176.245","7614.6992","15733.2412","11450.3032","5486.8824","7353.3012","11309.2984","14352.4237","14023.7224","15140.2666","12829.6725","13527.2821","13389.8998","15946.0099","13604.9465","9856.3018","25789.4342"
"20240502","07","11290","424820.3656","16141.6385","9064.0974","14771.6825","19057.668","15371.0454","11843.2067","14241.6038","13924.8505","15624.3364","14257.6259","13212.1125","10003.435","7514.7944","16762.8649","14795.1631","8122.1799","15545.8959","27899.6221","16889.4991","13682.259","16830.6798","15682.2796","17597.6815","16892.7861","15895.3983","13393.4948","10315.7439","29486.7152"
"20240502","07","11305","268638.2824","9586.8","5242.3212","5521.8274","8170.9499","9210.9238","7608.5424","9050.1895","8769.8274","10050.6156","9187.1323","9714.6692","7759.1328","5874.4445","14202.189","8158.5936","4445.283","7149.6274","12918.6615","10437.5261","8559.5489","9672.5106","9459.9574","11279.7574","11511.7649","11861.5159","10543.3227","8176.0205","24514.6261"
"20240502","07","11320","257674.7357","9546.2132","5329.0044","7296.2642","6957.4856","7903.7326","7288.7344","8571.0574","8376.7919","9171.2003","8444.8602","9145.128","7792.0838","6397.4656","13982.778","8419.5678","4686.2726","6900.2373","9430.1923","8933.5698","8349.9533","9840.4524","9262.095","10632.8031","10752.6771","12315.7957","10769.4064","8342.3636","22836.5515"
"20240502","07","11350","473539.3465","17162.1739","11423.4485","19696.4564","18070.1646","14009.2067","11628.1273","15060.5442","13957.1222","17241.2601","15223.171","14954.0131","12191.0711","9934.6042","21205.2538","16664.3443","10823.4563","18692.4551","19973.3356","14639.4489","14284.3053","17525.8409","18182.1757","21530.0769","20240.6105","20553.1273","17433.2779","13865.9827","37374.2857"
"20240502","07","11380","420814.5024","14911.3962","8257.4253","11450.4562","11213.2706","13448.2613","13727.2739","15929.2592","15013.3078","16231.2651","13932.489","12884.2677","10877.6832","7886.1182","18242.8206","14832.4379","8110.3704","11231.7774","14786.2899","17642.116","17351.7259","19438.3645","18057.0917","19686.8623","17481.5796","17836.6145","15601.0079","11739.0287","33013.9394"
"20240502","07","11410","359030.7523","10588.6677","5425.8529","8702.4154","14471.4746","14201.1465","11724.4834","14045.1872","13929.4081","15115.145","12774.9568","11479.7805","8366.5189","5864.9878","12648.1967","10188.1849","5382.9998","12251.8846","27235.3448","18180.6624","14275.0032","16204.8987","13302.1578","14635.3953","13177.1525","13281.8778","10651.15","8265.6669","22660.1499"
"20240502","07","11440","420390.5187","13035.4061","6485.766","9027.4551","13894.5823","17341.7862","17202.1054","21037.0921","18399.9946","19938.9636","15549.4582","13363.3047","9349.3272","6582.4262","13329.0844","11323.0109","5503.9412","9893.2676","23191.9161","23646.3902","20823.7215","22551.2733","18318.0055","19020.0597","15300.0359","13855.5348","11041.5228","8445.5145","22939.5848"
"20240502","07","11470","358633.743","16931.0748","12050.9444","12665.5461","8311.5902","9962.0642","9690.2342","12292.6204","12416.6271","15130.2399","12233.2383","11428.4028","8962.5355","6699.2657","14992.066","15307.4252","10453.0675","13102.1637","10091.3374","11040.1433","11153.9853","14680.0239","15328.528","18096.5996","14053.3139","14670.5517","12003.2262","9848.2487","25038.6742"
"20240502","07","11500","545764.0327","22093.9828","10085.9621","12355.6261","12510.8426","20314.5841","22446.2832","27195.9963","24224.3852","25446.9978","19579.9321","17812.0844","14227.868","10549.0163","21469.3917","20497.5425","9214.3169","11585.9484","17027.2949","25443.2274","25923.6424","27151.5014","22680.8756","22249.3652","18205.4643","19010.2617","16809.7038","13703.7424","35948.1942"
"20240502","07","11530","386251.3498","14793.4939","6515.0847","8644.0726","9127.4644","14377.3595","15012.34","18552.7476","16648.2425","17444.4369","14401.6635","13210.3469","10487.5093","7855.8695","15681.3893","14718.4844","6331.3165","8980.7559","12385.3306","15834.4211","16768.9434","19130.6503","15358.5044","16942.6639","14369.638","15293.3552","12965.3897","9828.5964","24591.2802"
"20240502","07","11545","216150.5684","6014.4399","2772.9441","3134.4788","5318.8776","10502.373","11016.6064","12086.4951","10539.528","10397.97","9188.6722","8905.2553","6779.6312","4420.5645","7854.895","5184.8639","2562.2701","4079.988","6840.3399","11214.613","10043.4284","10210.5298","7994.3151","8242.1955","7770.7068","8696.7702","7120.4326","5330.8091","11926.5736"
"20240502","07","11560","471764.2395","12753.9263","5670.1364","8476.0128","10296.158","20126.8021","23064.5635","27637.8796","24549.372","25331.1282","21171.1941","18380.9643","12825.7178","8960.5442","16690.313","12580.3451","5271.7245","6809.5027","15944.7835","24472.9624","23962.1891","25659.8545","20550.1462","19980.6263","16264.2826","16325.543","13732.2195","9886.0704","24389.2784"
